,persons_2,persons_4,persons_more,safety_high,safety_low,safety_med
995,0,0,1,0,1,0
996,0,0,1,0,0,1
997,0,0,1,1,0,0
998,1,0,0,0,1,0
999,1,0,0,0,0,1
1000,1,0,0,1,0,0
1001,1,0,0,0,1,0
1002,1,0,0,0,0,1
1003,1,0,0,1,0,0
1004,1,0,0,0,1,0
1005,1,0,0,0,0,1
1006,1,0,0,1,0,0
1007,0,1,0,0,1,0
1008,0,1,0,0,0,1
1009,0,1,0,1,0,0
1010,0,1,0,0,1,0
1011,0,1,0,0,0,1
1012,0,1,0,1,0,0
1013,0,1,0,0,1,0
1014,0,1,0,0,0,1
1015,0,1,0,1,0,0
1016,0,0,1,0,1,0
1017,0,0,1,0,0,1
1018,0,0,1,1,0,0
1019,0,0,1,0,1,0
1020,0,0,1,0,0,1
1021,0,0,1,1,0,0
1022,0,0,1,0,1,0
1023,0,0,1,0,0,1
1024,0,0,1,1,0,0
1025,1,0,0,0,1,0
1026,1,0,0,0,0,1
1027,1,0,0,1,0,0
1028,1,0,0,0,1,0
1029,1,0,0,0,0,1
1030,1,0,0,1,0,0
1031,1,0,0,0,1,0
1032,1,0,0,0,0,1
1033,1,0,0,1,0,0
1034,0,1,0,0,1,0
1035,0,1,0,0,0,1
1036,0,1,0,1,0,0
1037,0,1,0,0,1,0
1038,0,1,0,0,0,1
1039,0,1,0,1,0,0
1040,0,1,0,0,1,0
1041,0,1,0,0,0,1
1042,0,1,0,1,0,0
1043,0,0,1,0,1,0
1044,0,0,1,0,0,1
1045,0,0,1,1,0,0
1046,0,0,1,0,1,0
1047,0,0,1,0,0,1
1048,0,0,1,1,0,0
1049,0,0,1,0,1,0
1050,0,0,1,0,0,1
1051,0,0,1,1,0,0
1052,1,0,0,0,1,0
1053,1,0,0,0,0,1
1054,1,0,0,1,0,0
1055,1,0,0,0,1,0
1056,1,0,0,0,0,1
1057,1,0,0,1,0,0
1058,1,0,0,0,1,0
1059,1,0,0,0,0,1
1060,1,0,0,1,0,0
1061,0,1,0,0,1,0
1062,0,1,0,0,0,1
1063,0,1,0,1,0,0
1064,0,1,0,0,1,0
1065,0,1,0,0,0,1
1066,0,1,0,1,0,0
1067,0,1,0,0,1,0
1068,0,1,0,0,0,1
1069,0,1,0,1,0,0
1070,0,0,1,0,1,0
1071,0,0,1,0,0,1
1072,0,0,1,1,0,0
1073,0,0,1,0,1,0
1074,0,0,1,0,0,1
1075,0,0,1,1,0,0
1076,0,0,1,0,1,0
1077,0,0,1,0,0,1
1078,0,0,1,1,0,0
1079,1,0,0,0,1,0
1080,1,0,0,0,0,1
1081,1,0,0,1,0,0
1082,1,0,0,0,1,0
1083,1,0,0,0,0,1
1084,1,0,0,1,0,0
1085,1,0,0,0,1,0
1086,1,0,0,0,0,1
1087,1,0,0,1,0,0
1088,0,1,0,0,1,0
1089,0,1,0,0,0,1
1090,0,1,0,1,0,0
1091,0,1,0,0,1,0
1092,0,1,0,0,0,1
1093,0,1,0,1,0,0
1094,0,1,0,0,1,0
1095,0,1,0,0,0,1
1096,0,1,0,1,0,0
1097,0,0,1,0,1,0
1098,0,0,1,0,0,1
1099,0,0,1,1,0,0
1100,0,0,1,0,1,0
1101,0,0,1,0,0,1
1102,0,0,1,1,0,0
1103,0,0,1,0,1,0
1104,0,0,1,0,0,1
1105,0,0,1,1,0,0
1106,1,0,0,0,1,0
1107,1,0,0,0,0,1
1108,1,0,0,1,0,0
1109,1,0,0,0,1,0
1110,1,0,0,0,0,1
1111,1,0,0,1,0,0
1112,1,0,0,0,1,0
1113,1,0,0,0,0,1
1114,1,0,0,1,0,0
1115,0,1,0,0,1,0
1116,0,1,0,0,0,1
1117,0,1,0,1,0,0
1118,0,1,0,0,1,0
1119,0,1,0,0,0,1
1120,0,1,0,1,0,0
1121,0,1,0,0,1,0
1122,0,1,0,0,0,1
1123,0,1,0,1,0,0
1124,0,0,1,0,1,0
1125,0,0,1,0,0,1
1126,0,0,1,1,0,0
1127,0,0,1,0,1,0
1128,0,0,1,0,0,1
1129,0,0,1,1,0,0
1130,0,0,1,0,1,0
1131,0,0,1,0,0,1
1132,0,0,1,1,0,0
1133,1,0,0,0,1,0
1134,1,0,0,0,0,1
1135,1,0,0,1,0,0
1136,1,0,0,0,1,0
1137,1,0,0,0,0,1
1138,1,0,0,1,0,0
1139,1,0,0,0,1,0
1140,1,0,0,0,0,1
1141,1,0,0,1,0,0
1142,0,1,0,0,1,0
1143,0,1,0,0,0,1
1144,0,1,0,1,0,0
1145,0,1,0,0,1,0
1146,0,1,0,0,0,1
1147,0,1,0,1,0,0
1148,0,1,0,0,1,0
1149,0,1,0,0,0,1
1150,0,1,0,1,0,0
1151,0,0,1,0,1,0
1152,0,0,1,0,0,1
1153,0,0,1,1,0,0
1154,0,0,1,0,1,0
1155,0,0,1,0,0,1
1156,0,0,1,1,0,0
1157,0,0,1,0,1,0
1158,0,0,1,0,0,1
1159,0,0,1,1,0,0
1160,1,0,0,0,1,0
1161,1,0,0,0,0,1
1162,1,0,0,1,0,0
1163,1,0,0,0,1,0
1164,1,0,0,0,0,1
1165,1,0,0,1,0,0
1166,1,0,0,0,1,0
1167,1,0,0,0,0,1
1168,1,0,0,1,0,0
1169,0,1,0,0,1,0
1170,0,1,0,0,0,1
1171,0,1,0,1,0,0
1172,0,1,0,0,1,0
1173,0,1,0,0,0,1
1174,0,1,0,1,0,0
1175,0,1,0,0,1,0
1176,0,1,0,0,0,1
1177,0,1,0,1,0,0
1178,0,0,1,0,1,0
1179,0,0,1,0,0,1
1180,0,0,1,1,0,0
1181,0,0,1,0,1,0
1182,0,0,1,0,0,1
1183,0,0,1,1,0,0
1184,0,0,1,0,1,0
1185,0,0,1,0,0,1
1186,0,0,1,1,0,0
1187,1,0,0,0,1,0
1188,1,0,0,0,0,1
1189,1,0,0,1,0,0
1190,1,0,0,0,1,0
1191,1,0,0,0,0,1
1192,1,0,0,1,0,0
1193,1,0,0,0,1,0
1194,1,0,0,0,0,1
1195,1,0,0,1,0,0
1196,0,1,0,0,1,0
1197,0,1,0,0,0,1
1198,0,1,0,1,0,0
1199,0,1,0,0,1,0
1200,0,1,0,0,0,1
1201,0,1,0,1,0,0
1202,0,1,0,0,1,0
1203,0,1,0,0,0,1
1204,0,1,0,1,0,0
1205,0,0,1,0,1,0
1206,0,0,1,0,0,1
1207,0,0,1,1,0,0
1208,0,0,1,0,1,0
1209,0,0,1,0,0,1
1210,0,0,1,1,0,0
1211,0,0,1,0,1,0
1212,0,0,1,0,0,1
1213,0,0,1,1,0,0
1214,1,0,0,0,1,0
1215,1,0,0,0,0,1
1216,1,0,0,1,0,0
1217,1,0,0,0,1,0
1218,1,0,0,0,0,1
1219,1,0,0,1,0,0
1220,1,0,0,0,1,0
1221,1,0,0,0,0,1
1222,1,0,0,1,0,0
1223,0,1,0,0,1,0
1224,0,1,0,0,0,1
1225,0,1,0,1,0,0
1226,0,1,0,0,1,0
1227,0,1,0,0,0,1
1228,0,1,0,1,0,0
1229,0,1,0,0,1,0
1230,0,1,0,0,0,1
1231,0,1,0,1,0,0
1232,0,0,1,0,1,0
1233,0,0,1,0,0,1
1234,0,0,1,1,0,0
1235,0,0,1,0,1,0
1236,0,0,1,0,0,1
1237,0,0,1,1,0,0
1238,0,0,1,0,1,0
1239,0,0,1,0,0,1
1240,0,0,1,1,0,0
1241,1,0,0,0,1,0
1242,1,0,0,0,0,1
1243,1,0,0,1,0,0
1244,1,0,0,0,1,0
1245,1,0,0,0,0,1
1246,1,0,0,1,0,0
1247,1,0,0,0,1,0
1248,1,0,0,0,0,1
1249,1,0,0,1,0,0
1250,0,1,0,0,1,0
1251,0,1,0,0,0,1
1252,0,1,0,1,0,0
1253,0,1,0,0,1,0
1254,0,1,0,0,0,1
1255,0,1,0,1,0,0
1256,0,1,0,0,1,0
1257,0,1,0,0,0,1
1258,0,1,0,1,0,0
1259,0,0,1,0,1,0
1260,0,0,1,0,0,1
1261,0,0,1,1,0,0
1262,0,0,1,0,1,0
1263,0,0,1,0,0,1
1264,0,0,1,1,0,0
1265,0,0,1,0,1,0
1266,0,0,1,0,0,1
1267,0,0,1,1,0,0
1268,1,0,0,0,1,0
1269,1,0,0,0,0,1
1270,1,0,0,1,0,0
1271,1,0,0,0,1,0
1272,1,0,0,0,0,1
1273,1,0,0,1,0,0
1274,1,0,0,0,1,0
1275,1,0,0,0,0,1
1276,1,0,0,1,0,0
1277,0,1,0,0,1,0
1278,0,1,0,0,0,1
1279,0,1,0,1,0,0
1280,0,1,0,0,1,0
1281,0,1,0,0,0,1
1282,0,1,0,1,0,0
1283,0,1,0,0,1,0
1284,0,1,0,0,0,1
1285,0,1,0,1,0,0
1286,0,0,1,0,1,0
1287,0,0,1,0,0,1
1288,0,0,1,1,0,0
1289,0,0,1,0,1,0
1290,0,0,1,0,0,1
1291,0,0,1,1,0,0
1292,0,0,1,0,1,0
1293,0,0,1,0,0,1
1294,0,0,1,1,0,0
1295,1,0,0,0,1,0
1296,1,0,0,0,0,1
1297,1,0,0,1,0,0
1298,1,0,0,0,1,0
1299,1,0,0,0,0,1
1300,1,0,0,1,0,0
1301,1,0,0,0,1,0
1302,1,0,0,0,0,1
1303,1,0,0,1,0,0
1304,0,1,0,0,1,0
1305,0,1,0,0,0,1
1306,0,1,0,1,0,0
1307,0,1,0,0,1,0
1308,0,1,0,0,0,1
1309,0,1,0,1,0,0
1310,0,1,0,0,1,0
1311,0,1,0,0,0,1
1312,0,1,0,1,0,0
1313,0,0,1,0,1,0
1314,0,0,1,0,0,1
1315,0,0,1,1,0,0
1316,0,0,1,0,1,0
1317,0,0,1,0,0,1
1318,0,0,1,1,0,0
1319,0,0,1,0,1,0
1320,0,0,1,0,0,1
1321,0,0,1,1,0,0
1322,1,0,0,0,1,0
1323,1,0,0,0,0,1
1324,1,0,0,1,0,0
1325,1,0,0,0,1,0
1326,1,0,0,0,0,1
1327,1,0,0,1,0,0
1328,1,0,0,0,1,0
1329,1,0,0,0,0,1
1330,1,0,0,1,0,0
1331,0,1,0,0,1,0
1332,0,1,0,0,0,1
1333,0,1,0,1,0,0
1334,0,1,0,0,1,0
1335,0,1,0,0,0,1
1336,0,1,0,1,0,0
1337,0,1,0,0,1,0
1338,0,1,0,0,0,1
1339,0,1,0,1,0,0
1340,0,0,1,0,1,0
1341,0,0,1,0,0,1
1342,0,0,1,1,0,0
1343,0,0,1,0,1,0
1344,0,0,1,0,0,1
1345,0,0,1,1,0,0
1346,0,0,1,0,1,0
1347,0,0,1,0,0,1
1348,0,0,1,1,0,0
1349,1,0,0,0,1,0
1350,1,0,0,0,0,1
1351,1,0,0,1,0,0
1352,1,0,0,0,1,0
1353,1,0,0,0,0,1
1354,1,0,0,1,0,0
1355,1,0,0,0,1,0
1356,1,0,0,0,0,1
1357,1,0,0,1,0,0
1358,0,1,0,0,1,0
1359,0,1,0,0,0,1
1360,0,1,0,1,0,0
1361,0,1,0,0,1,0
1362,0,1,0,0,0,1
1363,0,1,0,1,0,0
1364,0,1,0,0,1,0
1365,0,1,0,0,0,1
1366,0,1,0,1,0,0
1367,0,0,1,0,1,0
1368,0,0,1,0,0,1
1369,0,0,1,1,0,0
1370,0,0,1,0,1,0
1371,0,0,1,0,0,1
1372,0,0,1,1,0,0
1373,0,0,1,0,1,0
1374,0,0,1,0,0,1
1375,0,0,1,1,0,0
1376,1,0,0,0,1,0
1377,1,0,0,0,0,1
1378,1,0,0,1,0,0
1379,1,0,0,0,1,0
1380,1,0,0,0,0,1
1381,1,0,0,1,0,0
1382,1,0,0,0,1,0
1383,1,0,0,0,0,1
1384,1,0,0,1,0,0
1385,0,1,0,0,1,0
1386,0,1,0,0,0,1
1387,0,1,0,1,0,0
1388,0,1,0,0,1,0
1389,0,1,0,0,0,1
1390,0,1,0,1,0,0
1391,0,1,0,0,1,0
1392,0,1,0,0,0,1
1393,0,1,0,1,0,0
1394,0,0,1,0,1,0
1395,0,0,1,0,0,1
1396,0,0,1,1,0,0
1397,0,0,1,0,1,0
1398,0,0,1,0,0,1
1399,0,0,1,1,0,0
1400,0,0,1,0,1,0
1401,0,0,1,0,0,1
1402,0,0,1,1,0,0
1403,1,0,0,0,1,0
1404,1,0,0,0,0,1
1405,1,0,0,1,0,0
1406,1,0,0,0,1,0
1407,1,0,0,0,0,1
1408,1,0,0,1,0,0
1409,1,0,0,0,1,0
1410,1,0,0,0,0,1
1411,1,0,0,1,0,0
1412,0,1,0,0,1,0
1413,0,1,0,0,0,1
1414,0,1,0,1,0,0
1415,0,1,0,0,1,0
1416,0,1,0,0,0,1
1417,0,1,0,1,0,0
1418,0,1,0,0,1,0
1419,0,1,0,0,0,1
1420,0,1,0,1,0,0
1421,0,0,1,0,1,0
1422,0,0,1,0,0,1
1423,0,0,1,1,0,0
1424,0,0,1,0,1,0
1425,0,0,1,0,0,1
1426,0,0,1,1,0,0
1427,0,0,1,0,1,0
1428,0,0,1,0,0,1
1429,0,0,1,1,0,0
1430,1,0,0,0,1,0
1431,1,0,0,0,0,1
1432,1,0,0,1,0,0
1433,1,0,0,0,1,0
1434,1,0,0,0,0,1
1435,1,0,0,1,0,0
1436,1,0,0,0,1,0
1437,1,0,0,0,0,1
1438,1,0,0,1,0,0
1439,0,1,0,0,1,0
1440,0,1,0,0,0,1
1441,0,1,0,1,0,0
1442,0,1,0,0,1,0
1443,0,1,0,0,0,1
1444,0,1,0,1,0,0
1445,0,1,0,0,1,0
1446,0,1,0,0,0,1
1447,0,1,0,1,0,0
1448,0,0,1,0,1,0
1449,0,0,1,0,0,1
1450,0,0,1,1,0,0
1451,0,0,1,0,1,0
1452,0,0,1,0,0,1
1453,0,0,1,1,0,0
1454,0,0,1,0,1,0
1455,0,0,1,0,0,1
1456,0,0,1,1,0,0
1457,1,0,0,0,1,0
1458,1,0,0,0,0,1
1459,1,0,0,1,0,0
1460,1,0,0,0,1,0
1461,1,0,0,0,0,1
1462,1,0,0,1,0,0
1463,1,0,0,0,1,0
1464,1,0,0,0,0,1
1465,1,0,0,1,0,0
1466,0,1,0,0,1,0
1467,0,1,0,0,0,1
1468,0,1,0,1,0,0
1469,0,1,0,0,1,0
1470,0,1,0,0,0,1
1471,0,1,0,1,0,0
1472,0,1,0,0,1,0
1473,0,1,0,0,0,1
1474,0,1,0,1,0,0
1475,0,0,1,0,1,0
1476,0,0,1,0,0,1
1477,0,0,1,1,0,0
1478,0,0,1,0,1,0
1479,0,0,1,0,0,1
1480,0,0,1,1,0,0
1481,0,0,1,0,1,0
1482,0,0,1,0,0,1
1483,0,0,1,1,0,0
1484,1,0,0,0,1,0
1485,1,0,0,0,0,1
1486,1,0,0,1,0,0
1487,1,0,0,0,1,0
1488,1,0,0,0,0,1
1489,1,0,0,1,0,0
1490,1,0,0,0,1,0
1491,1,0,0,0,0,1
1492,1,0,0,1,0,0
1493,0,1,0,0,1,0
1494,0,1,0,0,0,1
1495,0,1,0,1,0,0
1496,0,1,0,0,1,0
1497,0,1,0,0,0,1
1498,0,1,0,1,0,0
1499,0,1,0,0,1,0
1500,0,1,0,0,0,1
1501,0,1,0,1,0,0
1502,0,0,1,0,1,0
1503,0,0,1,0,0,1
1504,0,0,1,1,0,0
1505,0,0,1,0,1,0
1506,0,0,1,0,0,1
1507,0,0,1,1,0,0
1508,0,0,1,0,1,0
1509,0,0,1,0,0,1
1510,0,0,1,1,0,0
1511,1,0,0,0,1,0
1512,1,0,0,0,0,1
1513,1,0,0,1,0,0
1514,1,0,0,0,1,0
1515,1,0,0,0,0,1
1516,1,0,0,1,0,0
1517,1,0,0,0,1,0
1518,1,0,0,0,0,1
1519,1,0,0,1,0,0
1520,0,1,0,0,1,0
1521,0,1,0,0,0,1
1522,0,1,0,1,0,0
1523,0,1,0,0,1,0
1524,0,1,0,0,0,1
1525,0,1,0,1,0,0
1526,0,1,0,0,1,0
1527,0,1,0,0,0,1
1528,0,1,0,1,0,0
1529,0,0,1,0,1,0
1530,0,0,1,0,0,1
1531,0,0,1,1,0,0
1532,0,0,1,0,1,0
1533,0,0,1,0,0,1
1534,0,0,1,1,0,0
1535,0,0,1,0,1,0
1536,0,0,1,0,0,1
1537,0,0,1,1,0,0
1538,1,0,0,0,1,0
1539,1,0,0,0,0,1
1540,1,0,0,1,0,0
1541,1,0,0,0,1,0
1542,1,0,0,0,0,1
1543,1,0,0,1,0,0
1544,1,0,0,0,1,0
1545,1,0,0,0,0,1
1546,1,0,0,1,0,0
1547,0,1,0,0,1,0
1548,0,1,0,0,0,1
1549,0,1,0,1,0,0
1550,0,1,0,0,1,0
1551,0,1,0,0,0,1
1552,0,1,0,1,0,0
1553,0,1,0,0,1,0
1554,0,1,0,0,0,1
1555,0,1,0,1,0,0
1556,0,0,1,0,1,0
1557,0,0,1,0,0,1
1558,0,0,1,1,0,0
1559,0,0,1,0,1,0
1560,0,0,1,0,0,1
1561,0,0,1,1,0,0
1562,0,0,1,0,1,0
1563,0,0,1,0,0,1
1564,0,0,1,1,0,0
1565,1,0,0,0,1,0
1566,1,0,0,0,0,1
1567,1,0,0,1,0,0
1568,1,0,0,0,1,0
1569,1,0,0,0,0,1
1570,1,0,0,1,0,0
1571,1,0,0,0,1,0
1572,1,0,0,0,0,1
1573,1,0,0,1,0,0
1574,0,1,0,0,1,0
1575,0,1,0,0,0,1
1576,0,1,0,1,0,0
1577,0,1,0,0,1,0
1578,0,1,0,0,0,1
1579,0,1,0,1,0,0
1580,0,1,0,0,1,0
1581,0,1,0,0,0,1
1582,0,1,0,1,0,0
1583,0,0,1,0,1,0
1584,0,0,1,0,0,1
1585,0,0,1,1,0,0
1586,0,0,1,0,1,0
1587,0,0,1,0,0,1
1588,0,0,1,1,0,0
1589,0,0,1,0,1,0
1590,0,0,1,0,0,1
1591,0,0,1,1,0,0
1592,1,0,0,0,1,0
1593,1,0,0,0,0,1
1594,1,0,0,1,0,0
1595,1,0,0,0,1,0
1596,1,0,0,0,0,1
1597,1,0,0,1,0,0
1598,1,0,0,0,1,0
1599,1,0,0,0,0,1
1600,1,0,0,1,0,0
1601,0,1,0,0,1,0
1602,0,1,0,0,0,1
1603,0,1,0,1,0,0
1604,0,1,0,0,1,0
1605,0,1,0,0,0,1
1606,0,1,0,1,0,0
1607,0,1,0,0,1,0
1608,0,1,0,0,0,1
1609,0,1,0,1,0,0
1610,0,0,1,0,1,0
1611,0,0,1,0,0,1
1612,0,0,1,1,0,0
1613,0,0,1,0,1,0
1614,0,0,1,0,0,1
1615,0,0,1,1,0,0
1616,0,0,1,0,1,0
1617,0,0,1,0,0,1
1618,0,0,1,1,0,0
1619,1,0,0,0,1,0
1620,1,0,0,0,0,1
1621,1,0,0,1,0,0
1622,1,0,0,0,1,0
1623,1,0,0,0,0,1
1624,1,0,0,1,0,0
1625,1,0,0,0,1,0
1626,1,0,0,0,0,1
1627,1,0,0,1,0,0
1628,0,1,0,0,1,0
1629,0,1,0,0,0,1
1630,0,1,0,1,0,0
1631,0,1,0,0,1,0
1632,0,1,0,0,0,1
1633,0,1,0,1,0,0
1634,0,1,0,0,1,0
1635,0,1,0,0,0,1
1636,0,1,0,1,0,0
1637,0,0,1,0,1,0
1638,0,0,1,0,0,1
1639,0,0,1,1,0,0
1640,0,0,1,0,1,0
1641,0,0,1,0,0,1
1642,0,0,1,1,0,0
1643,0,0,1,0,1,0
1644,0,0,1,0,0,1
1645,0,0,1,1,0,0
1646,1,0,0,0,1,0
1647,1,0,0,0,0,1
1648,1,0,0,1,0,0
1649,1,0,0,0,1,0
1650,1,0,0,0,0,1
1651,1,0,0,1,0,0
1652,1,0,0,0,1,0
1653,1,0,0,0,0,1
1654,1,0,0,1,0,0
1655,0,1,0,0,1,0
1656,0,1,0,0,0,1
1657,0,1,0,1,0,0
1658,0,1,0,0,1,0
1659,0,1,0,0,0,1
1660,0,1,0,1,0,0
1661,0,1,0,0,1,0
1662,0,1,0,0,0,1
1663,0,1,0,1,0,0
1664,0,0,1,0,1,0
1665,0,0,1,0,0,1
1666,0,0,1,1,0,0
1667,0,0,1,0,1,0
1668,0,0,1,0,0,1
1669,0,0,1,1,0,0
1670,0,0,1,0,1,0
1671,0,0,1,0,0,1
1672,0,0,1,1,0,0
1673,1,0,0,0,1,0
1674,1,0,0,0,0,1
1675,1,0,0,1,0,0
1676,1,0,0,0,1,0
1677,1,0,0,0,0,1
1678,1,0,0,1,0,0
1679,1,0,0,0,1,0
1680,1,0,0,0,0,1
1681,1,0,0,1,0,0
1682,0,1,0,0,1,0
1683,0,1,0,0,0,1
1684,0,1,0,1,0,0
1685,0,1,0,0,1,0
1686,0,1,0,0,0,1
1687,0,1,0,1,0,0
1688,0,1,0,0,1,0
1689,0,1,0,0,0,1
1690,0,1,0,1,0,0
1691,0,0,1,0,1,0
1692,0,0,1,0,0,1
1693,0,0,1,1,0,0
1694,0,0,1,0,1,0
1695,0,0,1,0,0,1
1696,0,0,1,1,0,0
1697,0,0,1,0,1,0
1698,0,0,1,0,0,1
1699,0,0,1,1,0,0
1700,1,0,0,0,1,0
1701,1,0,0,0,0,1
1702,1,0,0,1,0,0
1703,1,0,0,0,1,0
1704,1,0,0,0,0,1
1705,1,0,0,1,0,0
1706,1,0,0,0,1,0
1707,1,0,0,0,0,1
1708,1,0,0,1,0,0
1709,0,1,0,0,1,0
1710,0,1,0,0,0,1
1711,0,1,0,1,0,0
1712,0,1,0,0,1,0
1713,0,1,0,0,0,1
1714,0,1,0,1,0,0
1715,0,1,0,0,1,0
1716,0,1,0,0,0,1
1717,0,1,0,1,0,0
1718,0,0,1,0,1,0
1719,0,0,1,0,0,1
1720,0,0,1,1,0,0
1721,0,0,1,0,1,0
1722,0,0,1,0,0,1
1723,0,0,1,1,0,0
1724,0,0,1,0,1,0
1725,0,0,1,0,0,1
1726,0,0,1,1,0,0
